頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
漢字,用心棒ﾌﾛｱﾌﾞﾙ,21709,,除草剤,ｵｷｻｼﾞｱｿﾞﾝ,14,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,,,,,,
S,STﾊﾞﾚｰｼﾞ粒剤,21723,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,
漢字,日農ﾋﾞｼｯﾄ粒剤17,21740,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ﾃﾆﾙｸﾛｰﾙ,15,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ク,ｸﾞﾘﾎｷﾝｸﾞｼｬﾜｰ,21743,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ク,ｸｻﾄﾘｴｰｽ粒剤17,21765,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ラ,ﾗｳﾝﾄﾞｱｯﾌﾟﾏｯｸｽﾛｰﾄﾞ,21766,,除草剤,ｸﾞﾘﾎｻｰﾄｶﾘｳﾑ塩,9,,,,,,,,
ホ,ﾎｸｺｰﾚﾅﾊﾟｯｸ顆粒水和剤,21768,,除草剤,ﾚﾅｼﾙ,5,PAC,5,,,,,,
レ,ﾚﾅﾊﾟｯｸ顆粒水和剤,21769,,除草剤,ﾚﾅｼﾙ,5,PAC,5,,,,,,
B,BASF ﾚﾅﾊﾟｯｸ顆粒水和剤,21770,,除草剤,ﾚﾅｼﾙ,5,PAC,5,,,,,,
S,SDSｼﾛﾉｯｸ1ｷﾛ粒剤51,21778,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
シ,ｼﾊﾞﾆｰﾄﾞｼｬﾜｰ,21783,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
フ,ﾌﾙｽﾛｯﾄ顆粒水和剤,21802,,除草剤,ﾍﾞﾝﾌﾚｾｰﾄ,15,,,,,,,,
ホ,ﾎﾞﾗﾝﾃｨｱｼﾞｬﾝﾎﾞ,21803,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
ネ,ﾈｺｿｷﾞﾄｯﾌﾟX粒剤,21805,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
フ,ﾌｨｰﾙﾄﾞｽﾀｰ乳剤,21823,,除草剤,ｼﾞﾒﾃﾅﾐﾄﾞ,15,,,,,,,,
ク,ｸｻﾚﾝｼﾞｬｰ,21825,,除草剤,ﾌﾞﾛﾏｼﾙ,5,DCMU,5,,,,,,
G,GFｸｻﾚﾝｼﾞｬｰ,21826,,除草剤,ﾌﾞﾛﾏｼﾙ,5,DCMU,5,,,,,,
ヨ,ﾖｼｷﾀ1ｷﾛ粒剤,21829,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,
ヨ,ﾖｼｷﾀﾌﾛｱﾌﾞﾙ,21831,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,
ヒ,ﾋｴｸﾘｰﾝﾊﾞｻｸﾞﾗﾝ粒剤,21833,,除草剤,ﾋﾟﾘﾐﾉﾊﾞｯｸﾒﾁﾙ,2,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
B,BASFﾋｴｸﾘｰﾝﾊﾞｻｸﾞﾗﾝ粒剤,21834,,除草剤,ﾋﾟﾘﾐﾉﾊﾞｯｸﾒﾁﾙ,2,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
ア,ｱｰｸｴｰｽ1ｷﾛ粒剤,21835,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,ACN,0,,,,,,
ク,ｸｻｵｰﾙH液剤,21891,,除草剤,ｱｼｭﾗﾑ,18,ｸﾞﾙﾎｼﾈｰﾄ,10,,,,,,
ク,ｸｻｵｰﾙ液剤,21893,,除草剤,ｱｼｭﾗﾑ,18,ｸﾞﾙﾎｼﾈｰﾄ,10,,,,,,
ロ,ﾛﾝｸﾞﾜｲﾄﾞ粒剤,21894,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,ﾃﾄﾗﾋﾟｵﾝ,0,,,,,,
ソ,ｿｸｶﾞﾚ微粒剤,21912,,除草剤,ﾋﾟﾗﾌﾙﾌｪﾝｴﾁﾙ,14,ﾌﾞﾛﾏｼﾙ,5,,,,,,
マ,ﾏｯﾄﾀﾌﾞｼﾞｬﾝﾎﾞ,21921,,除草剤,ｸﾐﾙﾛﾝ,30,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,
漢字,日農ﾏｯﾄﾀﾌﾞｼﾞｬﾝﾎﾞ,21922,,除草剤,ｸﾐﾙﾛﾝ,30,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,
ト,ﾄｸﾔﾏ ﾏｯﾄﾀﾌﾞｼﾞｬﾝﾎﾞ,21923,,除草剤,ｸﾐﾙﾛﾝ,30,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,
M,MCPP微粒剤,21931,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
シ,ｼﾊﾞﾆｰﾄﾞ微粒剤,21932,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
カ,ｶﾙﾅｸｽ,21941,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
モ,ﾓﾆｭﾒﾝﾄ顆粒水和剤,21948,,除草剤,ﾄﾘﾌﾛｷｼｽﾙﾌﾛﾝﾅﾄﾘｳﾑ塩,2,,,,,,,,
サ,ｻﾞｯｿｰｼﾞｴｰｽ,21951,,除草剤,ｸﾞﾘﾎｻｰﾄｶﾘｳﾑ塩,9,,,,,,,,
テ,ﾃﾞｽﾃｨﾆｰWDG,21952,,除草剤,ﾖｰﾄﾞｽﾙﾌﾛﾝﾒﾁﾙﾅﾄﾘｳﾑ塩,2,,,,,,,,
ク,ｸﾞﾗｽｼﾞｬｯｸ微粒剤,21992,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,ﾌﾙﾐｵｷｻｼﾞﾝ,14,,,,,,
ネ,ﾈｺｿｷﾞWｸｲｯｸ,21993,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,ﾌﾙﾐｵｷｻｼﾞﾝ,14,,,,,,
ク,ｸｻﾌﾞﾛｯｸ,21998,,除草剤,ﾌﾟﾛｼﾞｱﾐﾝ,3,,,,,,,,
ヘ,ﾍﾞﾀﾅｰﾙ乳剤,22019,,除草剤,ﾌｪﾝﾒﾃﾞｨﾌｧﾑ,5,,,,,,,,
モ,ﾓﾆｭﾒﾝﾄﾌﾛｱﾌﾞﾙ,22045,,除草剤,ﾄﾘﾌﾛｷｼｽﾙﾌﾛﾝﾅﾄﾘｳﾑ塩,2,,,,,,,,
漢字,日産ﾗｸｻｰ粒剤,22048,,除草剤,ｱﾗｸﾛｰﾙ,15,ﾘﾆｭﾛﾝ,5,,,,,,
ラ,ﾗﾋﾟｯﾄﾞ液剤,22069,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,
タ,ﾀﾞﾌﾞﾙｲﾝﾊﾟｸﾄ,22070,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,
ク,ｸｻﾌﾞﾛｰｼｬﾜｰ,22075,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ハ,ﾊｲｶｯﾄ1ｷﾛ粒剤,22080,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
S,SDSﾊｲｶｯﾄ1ｷﾛ粒剤,22081,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
ハ,ﾊﾞﾘｹｰﾄﾞﾌﾛｱﾌﾞﾙ,22082,,除草剤,ﾌﾟﾛｼﾞｱﾐﾝ,3,,,,,,,,
S,SDSｵｰｸｽｼﾞｬﾝﾎﾞ,22084,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
ワ,ﾜｲﾄﾞｱﾀｯｸSC,22086,,除草剤,ﾍﾟﾉｷｽｽﾗﾑ,2,,,,,,,,
ヒ,ﾋﾟﾗｸﾛﾝ1ｷﾛ粒剤,22087,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,,,
ヒ,ﾋﾟﾗｸﾛﾝﾌﾛｱﾌﾞﾙ,22088,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,,,
ヒ,ﾋﾟﾗｸﾛｼｮｯﾄﾌﾛｱﾌﾞﾙ,22089,,除草剤,ｸﾐﾙﾛﾝ,30,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,
ヒ,ﾋﾟﾗｸﾛｴｰｽ1ｷﾛ粒剤,22090,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,
ヒ,ﾋﾟﾗｸﾛｴｰｽﾌﾛｱﾌﾞﾙ,22091,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,
ラ,ﾗﾎﾟｽﾄﾌﾛｱﾌﾞﾙ,22097,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,,,,,,,,
S,SDSｵｰｸｽ1ｷﾛ粒剤,22112,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
イ,ｲﾈｷﾝｸﾞ1ｷﾛ粒剤,22116,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
サ,ｻﾝｼｬｲﾝｼﾞｬﾝﾎﾞ,22117,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,,,
サ,ｻﾝｼｬｲﾝ1ｷﾛ粒剤,22118,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,,,
ヒ,ﾋﾟﾗｸﾛｼｮｯﾄ1ｷﾛ粒剤,22120,,除草剤,ｸﾐﾙﾛﾝ,30,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,
ヒ,ﾋﾟﾗｸﾛｴｰｽｼﾞｬﾝﾎﾞ,22121,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,
漢字,日農ｲｯﾎﾟﾝ1ｷﾛ粒剤75,22123,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ス,ｽﾅｯﾌﾟｼｮｯﾄ粒剤,22127,,除草剤,ｲｿｷｻﾍﾞﾝ,29,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,
ケ,ｹﾞｻﾞﾌﾟﾘﾑﾌﾛｱﾌﾞﾙ,22137,,除草剤,ｱﾄﾗｼﾞﾝ,5,,,,,,,,
エ,ｴﾘｼﾞｬﾝEW乳剤,22138,,除草剤,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,,,
漢字,日農ｲｯﾎﾟﾝﾌﾛｱﾌﾞﾙ,22140,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
レ,ﾚｸﾞﾛｯｸｽ,22143,,除草剤,ｼﾞｸﾜｯﾄ,22,,,,,,,,
ハ,ﾊﾞｯﾁﾘ1ｷﾛ粒剤,22148,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,,,
ハ,ﾊﾞｯﾁﾘﾌﾛｱﾌﾞﾙ,22149,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,,,
シ,ｼﾊﾞｹﾞﾝDF,22150,,除草剤,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,,,
タ,ﾀｯﾁﾀﾞｳﾝiQ,22161,,除草剤,ｸﾞﾘﾎｻｰﾄｶﾘｳﾑ塩,9,,,,,,,,
サ,ｻﾝﾊﾟﾝﾁ1ｷﾛ粒剤,22165,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
マ,まるぼうず,22166,,除草剤,ﾌﾞﾛﾏｼﾙ,5,MCPPｶﾘｳﾑ,4,,,,,,
ス,ｽｺﾘﾃｯｸ液剤,22168,,除草剤,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,,,,,,,,
漢字,一本締液剤,22169,,除草剤,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,,,,,,,,
コ,ｺﾞｰｺﾞｰｻﾝ乳剤,22176,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,,,
ワ,ﾜｲﾄﾞｳｪｲZ粒剤,22184,,除草剤,ｼｱﾅｼﾞﾝ,5,ﾃﾌﾞﾁｳﾛﾝ,5,DBN,29,DCMU,5,,
ネ,ﾈｺｿｷﾞｴｰｽZ粒剤,22185,,除草剤,ｼｱﾅｼﾞﾝ,5,ﾃﾌﾞﾁｳﾛﾝ,5,DBN,29,DCMU,5,,
ク,ｸｻｵｳｼﾞHｼﾞｬﾝﾎﾞ,22197,,除草剤,ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ,15,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ク,ｸｻｵｳｼﾞ1ｷﾛ粒剤75,22198,,除草剤,ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ,15,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
漢字,兆ﾌﾛｱﾌﾞﾙ,22224,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,,,
漢字,兆1ｷﾛ粒剤,22225,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,,,,,,,,
ハ,ﾊｰﾚｲDF,22231,,除草剤,ﾘﾑｽﾙﾌﾛﾝ,2,,,,,,,,
ソ,ｿﾞｰﾊﾞｰ,22234,,除草剤,ﾀｰﾊﾞｼﾙ,5,DCMU,5,,,,,,
イ,ｲﾈｷﾝｸﾞｼﾞｬﾝﾎﾞ,22248,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
サ,ｻﾝｼｬｲﾝﾌﾛｱﾌﾞﾙ,22253,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,,,
ク,ｸｻﾋﾟｰｽｱｯﾌﾟ粒剤,22260,,除草剤,ｼｱﾅｼﾞﾝ,5,DBN,29,,,,,,
シ,ｼﾊﾞﾆｰﾄﾞｱｯﾌﾟ粒剤,22261,,除草剤,ｼｱﾅｼﾞﾝ,5,DBN,29,,,,,,
ク,ｸｻﾋﾟｰｽⅡ粒剤,22262,,除草剤,ｼｱﾅｼﾞﾝ,5,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,,,,,,
シ,ｼﾊﾞｷｰﾌﾟⅡ粒剤,22263,,除草剤,ｼｱﾅｼﾞﾝ,5,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,,,,,,
イ,ｲﾈ王国1ｷﾛ粒剤,22270,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾍﾞﾝﾌﾚｾｰﾄ,15,,,,
イ,ｲﾈｷﾝｸﾞﾌﾛｱﾌﾞﾙ,22271,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
タ,ﾀﾞｲﾛｰﾄﾞWDG,22283,,除草剤,ﾌﾙﾐｵｷｻｼﾞﾝ,14,,,,,,,,
ネ,ﾈｺｿｷﾞｸｲｯｸﾌﾟﾛｼｬﾜｰ,22286,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,ﾋﾟﾗﾌﾙﾌｪﾝｴﾁﾙ,14,,,,,,
ハ,ﾊﾞｯﾁﾘｼﾞｬﾝﾎﾞ,22287,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,,,
漢字,草退治ｼｬﾜｰﾜｲﾄﾞ,22291,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,
ク,ｸｻﾚｽ顆粒水和剤,22294,,除草剤,ﾅﾌﾟﾛﾊﾟﾐﾄﾞ,0,,,,,,,,
漢字,日農ｸｻﾚｽ顆粒水和剤,22295,,除草剤,ﾅﾌﾟﾛﾊﾟﾐﾄﾞ,0,,,,,,,,
漢字,芝用ｴｺﾊﾟｰﾄFL,22300,,除草剤,ﾋﾟﾗﾌﾙﾌｪﾝｴﾁﾙ,14,,,,,,,,
ヨ,ﾖｼｷﾀｼﾞｬﾝﾎﾞ,22309,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,
ハ,ﾊﾟﾜｰﾎﾞﾝﾊﾞｰ,22314,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,ﾌﾞﾛﾏｼﾙ,5,,,,,,
漢字,草退治ｼｬﾜｰﾛﾝｸﾞ,22315,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,ﾌﾞﾛﾏｼﾙ,5,,,,,,
カ,ｶﾗｿｰｾﾞ,22319,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,
ウ,ｳｨｰﾃﾞﾝWDG,22320,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ﾖｰﾄﾞｽﾙﾌﾛﾝﾒﾁﾙﾅﾄﾘｳﾑ塩,2,,,,,,
サ,ｻｲﾝﾖｼﾌﾛｱﾌﾞﾙ,22322,,除草剤,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,,,
ク,ｸｻﾄﾛｰ,22324,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,"2,4-PAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩",4,,,,,,
漢字,日曹ﾊﾞﾝﾍﾞﾙ-D粒剤,22328,,除草剤,MDBA,4,,,,,,,,
漢字,家庭園芸用日産MCPｿｰﾀﾞ塩,22331,,除草剤,MCPAﾅﾄﾘｳﾑ塩,4,,,,,,,,
ア,ｱﾄﾗｸﾃｨﾌﾞ,22342,,除草剤,ｸﾛﾘﾑﾛﾝｴﾁﾙ,2,,,,,,,,
フ,ﾌﾙﾐｵWDG,22350,,除草剤,ﾌﾙﾐｵｷｻｼﾞﾝ,14,,,,,,,,
ア,ｱｸﾞﾘｰﾝ顆粒水和剤,22358,,除草剤,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,,,,,,,,
フ,ﾌｫﾛｰｱｯﾌﾟ1ｷﾛ粒剤,22371,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾍﾟﾉｷｽｽﾗﾑ,2,,,,,,
ワ,ﾜｲﾄﾞｱﾀｯｸD1ｷﾛ粒剤,22372,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾍﾟﾉｷｽｽﾗﾑ,2,,,,,,
コ,ｺﾝｸﾙｰﾄﾞ顆粒水和剤,22375,,除草剤,ﾌﾙﾎﾟｷｻﾑ,29,,,,,,,,
ス,ｽｹﾀﾞﾁ1ｷﾛ粒剤,22380,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ヒ,ﾋｴｸｯﾊﾟ1ｷﾛ粒剤,22381,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ス,ｽｹﾀﾞﾁ顆粒,22382,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ヒ,ﾋｴｸｯﾊﾟ顆粒,22383,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ス,ｽｹﾀﾞﾁｼﾞｬﾝﾎﾞ,22384,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ヒ,ﾋｴｸｯﾊﾟｼﾞｬﾝﾎﾞ,22385,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
ナ,ﾅｲｽﾐﾄﾞﾙ1ｷﾛ粒剤,22386,,除草剤,ｼﾒﾄﾘﾝ,5,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,ﾍﾞﾝﾌﾚｾｰﾄ,15,,,,
フ,ﾌﾞﾛｰﾄﾞｹｱ顆粒水和剤,22387,,除草剤,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,,,
フ,ﾌﾙﾁｬｰｼﾞ1ｷﾛ粒剤,22394,,除草剤,ｶﾙﾌｪﾝﾄﾗｿﾞﾝｴﾁﾙ,14,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,
フ,ﾌﾙﾁｬｰｼﾞｼﾞｬﾝﾎﾞ,22396,,除草剤,ｶﾙﾌｪﾝﾄﾗｿﾞﾝｴﾁﾙ,14,ﾌﾙｾﾄｽﾙﾌﾛﾝ,2,,,,,,
漢字,日農ｲｯﾎﾟﾝｼﾞｬﾝﾎﾞ,22406,,除草剤,ﾋﾟﾗｸﾛﾆﾙ,14,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
M,MICｼﾛﾉｯｸLｼﾞｬﾝﾎﾞ,22408,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
M,MICｼﾛﾉｯｸLﾌﾛｱﾌﾞﾙ,22409,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,
M,MICｽｳｨｰﾌﾟﾌﾛｱﾌﾞﾙ,22420,,除草剤,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
M,MICｽﾗｯｼｬ粒剤,22421,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,
M,MICｻﾞｰﾍﾞｯｸｽDX1ｷﾛ粒剤,22422,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾒﾄﾘﾝ,5,ﾍﾞﾝﾌﾚｾｰﾄ,15,MCPBｴﾁﾙ,4,,
M,MICｻﾞｰﾍﾞｯｸｽSM粒剤,22423,,除草剤,ｼﾒﾄﾘﾝ,5,ﾍﾞﾝﾌﾚｾｰﾄ,15,MCPBｴﾁﾙ,4,,,,
テ,ﾃﾞﾙｶｯﾄ乳剤,22430,,除草剤,ｵｷｻｼﾞｱｿﾞﾝ,14,ﾌﾞﾀｸﾛｰﾙ,15,,,,,,
